job_id,config_hash,timestamp,success,mean_score,std_score,mean_train_score,fit_time_mean,score_time_mean,n_estimators,max_depth,learning_rate,subsample,neg_mean_squared_error_mean,neg_mean_squared_error_std,neg_mean_absolute_error_mean,neg_mean_absolute_error_std,neg_root_mean_squared_error_mean,neg_root_mean_squared_error_std
84,128d4f69ff8c,2026-04-14 21:09:45,True,0.7509263456676181,0.012224329916812753,0.761165129669873,0.7512808799743652,0.007679128646850586,25,3,0.18,0.6,-0.33157555128372734,0.016934484161249087,-0.4084489582796742,0.009483861521590359,-0.5756354018976128,0.014813350934249013
85,2117fd19690b,2026-04-14 21:10:13,True,0.7370717223278348,0.010445163783420953,0.7471164444324833,3.7895532608032227,0.005877876281738281,100,3,0.04,0.75,-0.3500048438219695,0.014407693991028625,-0.4244792251558853,0.007176399833396194,-0.5914860724079635,0.012209421336449283
86,96b02782a45a,2026-04-14 21:10:37,True,0.7387810226088882,0.008665804373826485,0.7952119147776285,3.3528286457061767,0.011545705795288085,50,8,0.03,0.6,-0.3477055414690634,0.011490729282453677,-0.43369784332054173,0.00539077493623811,-0.5895841997278305,0.009798617267609513
87,da863c602892,2026-04-14 21:12:59,True,0.8381817377229186,0.006642777913590362,0.99194342500549,26.76068320274353,0.040304946899414065,250,8,0.17,0.9,-0.21532761389161686,0.006898448210866718,-0.302321654692291,0.0033802698390886965,-0.4639738243050833,0.007476914559664993
88,efbf13497a0a,2026-04-14 21:14:41,True,0.8240343361127014,0.008323593074029533,0.9932889469923969,19.11375422477722,0.04377074241638183,225,8,0.22,0.7,-0.23421220598236508,0.010660526543231357,-0.31750628778234996,0.006185635316148855,-0.4838281409437304,0.011069598606041125
89,632cc18a8b63,2026-04-14 21:15:02,True,0.8194883461214234,0.0076146003861026,0.9209949865820117,2.3146061420440676,0.007086038589477539,25,8,0.21,0.75,-0.24021535386102597,0.008453674689060152,-0.32496841852886715,0.006524339351731152,-0.49004123442060427,0.00865692951088462
90,4ede17b4e725,2026-04-14 21:15:19,True,0.8143550756533479,0.009009660054687356,0.8984695011362913,1.423497486114502,0.006750345230102539,25,8,0.17,0.5,-0.24711075403875687,0.012016587422219248,-0.33287001402871363,0.008465972284932982,-0.4969529701276487,0.012186037914970185
91,4dba377d3866,2026-04-14 21:16:02,True,0.8287355756556296,0.007605679372936695,0.9662148054188652,6.964502763748169,0.014912080764770509,75,8,0.21,0.8,-0.22798551239578635,0.010500777721437702,-0.3121573373674594,0.007989088864078018,-0.47734891698422777,0.01111412838558151
92,8bd1eb17cb86,2026-04-14 21:16:27,True,0.7904855647945223,0.011209991750303057,0.9922221188417562,3.170171880722046,0.017615222930908205,25,15,0.21,0.6,-0.27881515331861023,0.013457802811145706,-0.34385248239693195,0.00744369468384271,-0.5278737200441952,0.012825326713691238
93,311d98d3ca76,2026-04-14 21:16:42,True,0.28680381321239984,0.003533939245592594,0.3006229130141784,1.4514592647552491,0.006298160552978516,25,8,0.01,0.5,-0.9494885923050098,0.01779532930331384,-0.7676123058473628,0.0061149710668305735,-0.9743743974077317,0.009117345081187084
94,3057bb18f788,2026-04-14 21:17:14,True,0.8269166269374496,0.007399359963813033,0.9509538307238419,4.30700798034668,0.009908246994018554,50,8,0.21,0.75,-0.23031271345971974,0.007728808119312732,-0.3159865553271783,0.005316173384539515,-0.47984111340928,0.008075849296652171
95,d722ca2cbaff,2026-04-14 21:17:41,True,0.8040762325819509,0.010978841908203535,0.8322814601461921,3.281996154785156,0.0024247169494628906,50,4,0.17,1.0,-0.26074786066960626,0.013792344639077365,-0.3504574492476481,0.008135846570618246,-0.5104528647941337,0.01362840757639016
96,76b02cea451c,2026-04-14 21:18:31,True,0.5052321513995601,0.006337254311624515,0.6028925811283142,8.260693311691284,0.025342512130737304,50,14,0.01,0.9,-0.6586748647618419,0.013831540423829934,-0.6308444321386535,0.004942022265852907,-0.8115432990390165,0.008505207035182137
97,88b82a2051d0,2026-04-14 21:20:11,True,0.8339169747843573,0.0075966474531914095,0.9852617073775349,17.756586933135985,0.06358542442321777,175,12,0.03,0.6,-0.22103662892841974,0.009270317978073999,-0.3023059673057429,0.006004374617725331,-0.4700398095418764,0.009960239668616368
98,137200713a35,2026-04-14 21:21:56,True,0.8261271905367655,0.008548355522051729,0.9972905737980833,18.069121170043946,0.051020574569702146,175,10,0.17,0.7,-0.23141445521729156,0.010745823628184784,-0.3136259692307437,0.006507999310948215,-0.4809248080810173,0.011215355078120456
99,5c906f8679f9,2026-04-14 21:23:45,True,0.8415034629793716,0.007765597191254698,0.9535924500062958,19.56815423965454,0.06113748550415039,250,9,0.03,0.5,-0.21093741347631179,0.009523050310510092,-0.2991575070505822,0.006236576995384863,-0.459159999858486,0.010464607315470888
